TC Reductions
30003200292009RDAMASCUS BAKERY INC  56 GOLD STREET       000001065004
30008600112008RCONCORD VILLAGE OWNER175 ADAMS STREET     000028750002
30008600112009RCONCORD VILLAGE OWNER175 ADAMS STREET     000029200002
30012200102008RSHURGARD STORAGE CENT265 GOLD STREET      000006110004
30012200102009RSHURGARD STORAGE CENT265 GOLD STREET      000007460004
30014011012008RBROOKLYN RENAISSANCE 350 JAY STREET       000062763794
30014011012009RBROOKLYN RENAISSANCE 350 JAY STREET       000062763794
30014011022008RBROOKLYN RENAISSANCE 350 JAY STREET       000040100554
30014011022009RBROOKLYN RENAISSANCE 350 JAY STREET       000040100554
30014011032008RBROOKLYN RENAISSANCE 350 JAY STREET       000024135664
30014011032009RBROOKLYN RENAISSANCE 350 JAY STREET       000024135664
30014900222009RSARMINA REALTY LLC   573 FULTON STREET    000000345004
30014900602009RM.& W. REALTY CO     33 DE KALB AVENUE    000002300004
30015100242009RALPHIL REALTY CO     48 WILLOUGHBY STREET 000000401504
30015200042009R489 FULTON STREET LL 489 FULTON STREET    000000795004
30015200062009RFULTON ST REALTY VENT485 FULTON STREET    000010350004
30015400052009RTHE GREENPOINT SAVING356 FULTON STREET    000000735004
30015400172009R374 FULTON ASSOCIATES372 FULTON STREET    000001515004
30015500142008RESGD CORP            398 FULTON STREET    000003355004
30015500142009RESGD CORP            398 FULTON STREET    000004435004
30015800012008RJOWEIN REALTY CORP   25 ELM PLACE         000016050004
30015800012009RJOWEIN REALTY CORP   25 ELM PLACE         000012450004
30015900012008RFULTON CORNER ACQUISI496 FULTON STREET    000034650004
30015900012009RFULTON CORNER ACQUISI496 FULTON STREET    000038250004
30016000022008RJOWEIN REALTY CORP   25 BOND STREET       000000064504
30016500222008RBERKSHIRE EQUITY LLC 240 LIVINGSTON STREET000009850004
30016500612009RSCHARFMAN MARK       213 SCHERMERHORN STRE000000064254
30016600212009R302 LIVINGSTON ST COR302 LIVINGSTON STREET000000478504
30016600342009R326 LIVINGSTON REALT 326 LIVINGSTON STREET000000161004
30016700012009RNEVINS GROUP LLC     35 NEVINS STREET     000004440004
30016700282009RARMCO REALTY CORP    64 FLATBUSH AVENUE   000000872004
30016700362009RARMCO REALTY CORP    SCHERMERHORN STREET  000001655504
30016700522009RNEVINS GROUP LLC     321 SCHERMERHORN STRE000001475134
30016700532009RNEVINS GROUP LLC     37 NEVINS STREET     000003536384
30017000012009RHS TOWNHOUSE DEVELOPM71 SMITH STREET      000002995504
30018100012009RBOERUM PLACE LLC     97 BOERUM PLACE      000006240004
30018200102009RDELACROIX REALTY LTD 312 ATLANTIC AVENUE  000000440004
30018500042009RATLANTIC NEVINS DEVEL85 NEVINS STREET     000001230004
30018500482008R467 PACIFIC OWNERS CO467 PACIFIC STREET   000000570002
30018500482009R467 PACIFIC OWNERS CO467 PACIFIC STREET   000000570002
30018510012009RTHOSS HOLGER         497 PACIFIC STREET   000000158722
"30018610032008RDAZA, JOHN           578 ATLANTIC AVENUE  000000057972C"
"30018610032009RDAZA, JOHN           578 ATLANTIC AVENUE  000000091952C"
30019300342009R61 BERGEN ST         61 BERGEN STREET     000000150504
30020000052009R8 FULTON CORP        8 OLD FULTON STREET  000000460002
"30020711012009RAULI, DANIEL         75 POPLAR STREET     000000013994"
30020803152009RMOORE AUSTIN         194 COLUMBIA HEIGHTS 000000185002B
30020803252009R170 COLUMBIA HGTS HOU170 COLUMBIA HEIGHTS 000000085502C
30020803262009RONE SIXTY-SIX COLUMBA166 COLUMBIA HEIGHTS 000000150432C
30022600132008R66 ORANGE ST HOUSING 66 ORANGE STREET     000000445002
