TC Reductions
"40022200272009RKALOUDIS, SPIROS     35-04 43 AVENUE      000000313504"
40023400072008RCMB REALTY MANAGEMENT36-18 GREENPOINT AVEN000002330004
40023400072009RCMB REALTY MANAGEMENT36-18 GREENPOINT AVEN000000399504
"40023700332008RMARCAL REALTY,       35-02 48 AVENUE      000006022504"
"40023700332009RMARCAL REALTY,       35-02 48 AVENUE      000004942504"
40023901052009RHOWLING WOLF REALTY  31-08 NORTHERN BOULEV000003500004
40023901102009RHOWLING WOLF REALTY  NORTHERN BOULEVARD   000002145644
40024200092009RQ.B. ASSOCIATES      34-09 QUEENS BOULEVAR000002705004
40024400452009RH & H REAL ESTATE HOL43-30 33 STREET      000000155504
"40024500092009RGLUCK, LAWRENCE      32-07 VAN DAM STREET 000004100004"
40025800052008RJEHEE MANAGEMENT CORP32-33 32 PLACE       000007540004
40025800052009RJEHEE MANAGEMENT CORP32-33 32 PLACE       000007000004
"40026100462009RGALE AVENUE    ,     32-72 GALE AVENUE    000000188504"
40026500012009RBLDG ORCHARD LLC     43-43 QUEENS STREET  000004620004
40026500132009RBLDG ORCHARD LLC     43-01 QUEENS STREET  000001227504
40026500232009RBLDG ORCHARD LLC     42-22 ORCHARD STREET 000000242004
40026800042009RELECTRIC REALTY COMPA27-21 44 DRIVE       000000188004
40027500112008RRICHARD ZIRINSKY     31-21 THOMSON AVENUE 000000218004
40027500112009RRICHARD ZIRINSKY     31-21 THOMSON AVENUE 000000218004
40028700112009R3002-48 EQUITIES LLC 48-02 30 PLACE       000002345004
40028900342008RR B ASSOCIATES INC   31-10 HUNTERS POINT A000000420004
40028900342009RR B ASSOCIATES INC   31-10 HUNTERS POINT A000000300004
40029200012009R29-01 BORDEN REALTYCO29-01 BORDEN AVENUE  000006380004
40029203002008R2831 BORDEN AVE CORP 28-31 BORDEN AVENUE  000000120004
40029401502009RACCESS BIG KEY PARTNE29-00 REVIEW AVENUE  000004455004
"40029403202009RMASPETH SUPPLY CO.,  NEWTOWN CREEK        000003720004"
40029700282009RWOLF PROPERTIES ASSOC53-08 VAN DAM STREET 000000360004
"40030100052009REMPIREFIND REALTY, IN31-07 STARR AVENUE   000000305004"
40030400022009R52-29 35TH STREET SKY52-29 35 STREET      000000160004
40030700012009RCOUNTY CORKMNS/B/P/P/33-01 GREENPOINT AVEN000001158504
40030800032009RKATZEN FAMILY        35-02 BORDEN AVENUE  000001910004
40031000042008RHOWARD & NORMAN BAKER36-11 STARR AVENUE   000000094504
40031000042009RHOWARD & NORMAN BAKER36-11 STARR AVENUE   000000045004
40031200892009RREVIEW ASSOCIATES    38-20 REVIEW AVENUE  000006450004
40032000102009RGLOBE ELECTRIC SUPPLY33-43 9 STREET       000001145004
40032201122009RDAVIDSON EQUITIES LLC34-46 VERNON BOULEVAR000015630504
40032500012008RGCAN REALTY CORP.    10-05 35 AVENUE      000000517004
40032500012009RGCAN REALTY CORP.    10-05 35 AVENUE      000000656504
"40032500102009RLIN, LILY            34-19A 10 STREET     000000995004"
40032900432009REMPIREFIND REALTY INC35-44 10 STREET      000000377004
40034700162009RRAMZI REALTY CORP    22-20 36 AVENUE      000000790004
40034900012008RSEVIM MGT INC        36-42 21 STREET      000000318264
40034900012009RSEVIM MGT INC        36-42 21 STREET      000000318264
"40035800202009RVERNON ASSOCIATES, LL8-12 37 AVENUE       000000993504"
40036100112009RHUDSON 12TH STREET CO37-18 12 STREET      000000500504
40036400372009RC F DAWN CORP        37-24 22 STREET      000000320004
"40036400432008RANDREAS ONE, INC     37-42 22 STREET      000004189004"
40036900072009R37-15 TWENTY SEVENTH 37-15 27 STREET      000000605002
40037000062009RKERNS MANUFACTURING C37-23 28 STREET      000000407504
40037000072009RKERNS MANUFACTURING C37-21 28 STREET      000000301504
40037000282009RATLANTIC PROPERTIES  37-30 29 STREET      000000058504
40037200082008R37-21 30TH STREET COR37-11 30 STREET      000002745004
40037200082009R37-21 30TH STREET COR37-11 30 STREET      000002790004
40037500182009R33-04 37TH AVENUE ASS33-06 37 AVENUE      000000389004
40038300242009RTRIBORO REALTY 31ST S38-30 31 STREET      000000091504
40038700192008RDJL REALTY INC       25-16 38 AVENUE      000000917504
40038900122009RCIAMPA NORTH CO      38-13 23 STREET      000000755004
"40039200012009RHSIA, TAIN YAIE      39-47 21 STREET      000000799004"
40039200052009RPAOLING HWANG        39-31 21 STREET      000001028004
40039200152008RGRANT INTL CO INC    39-09 21 STREET      000003135004
"40039200432009RHISIA, TAIN WEI      21-07 40 AVENUE      000000738004"
40039400052008RCIAMPA NORTH COMPANY 39-26 24 STREET      000000269504
40039400202009RMARIJAN REALTY LLC   39-01 23 STREET      000000430004
40039900342009RGANESH MANAGEMENT LLC39-40 30 STREET      000000795004
40040200082008RIOANNIS REALTY LLC   30-07 NORTHERN BOULEV000002105004
40040200202009RWILSON ALVES         29-01 40 ROAD        000007445004
40040500232009R27-08 AVENUE REALTY L27-08 40 AVENUE      000008442004
40040500342009RLD REALTY CORP       40-26 28 STREET      000000695004
40040600012009RMAMM REALTY INC      25-17 41 AVENUE      000008963004
40040800252009RARVANITIS DIMITRIOS  23-12 40 AVENUE      000000589504
40040800292009RMAPSCO RLTY CO       40-14 24 STREET      000001580004
40040900182009RLADY LIGHTING INC    40-15 22 STREET      000000915004
40040900252008R40 20 23 RD INC      22-12 40 AVENUE      000001050004
40040900252009R40 20 23 RD INC      22-12 40 AVENUE      000000753004
40040900302009R40-14 CO             40-14 23 STREET      000002255004
40040900342008R4020 23RD ST INC     40-22 23 STREET      000000634504
40041100012009RGRAYBAR ELECTRIC CO I21-15 QUEENS PLAZA NO000004935004
"40041100122009RLIC VENTURE CAPITAL, 41-50 21 STREET      000013590004"
40041100312008RUNITED DEVELOPMENT VE41-02 22 STREET      000009880004
40041100312009RUNITED DEVELOPMENT VE41-02 22 STREET      000010375004
"40041400132008RCIAMPA 24, LLC       41-37 24 STREET      000003100004"
"40041400132009RCIAMPA 24, LLC       41-37 24 STREET      000003100004"
"40041510012009RYU, HEE SUN          41-26 27 STREET      000000145072"
40042500012008RELECTRIC REALTY COMPA23-01 42 ROAD        000000905004
40042500012009RELECTRIC REALTY COMPA23-01 42 ROAD        000000770004
40042500052008RELECTRIC REALTY COMPA23-10 QUEENS PLAZA SO000004000004
40042500052009RELECTRIC REALTY COMPA23-10 QUEENS PLAZA SO000003595004
40042700112009RHOWARD & NORMAN BAKER21-23 43 AVENUE      000000935004
40042800012008R42 50 24TH ST REALTY 42-50 24 STREET      000001810004
40042800012009R42 50 24TH ST REALTY 42-50 24 STREET      000001810004
40043000292009RHFIW REALTY HOLDINGCO25-19 43 AVENUE      000002738004
40043400162009R43-12 HUNTER LLC     HUNTER STREET        000003164004
"40043700062009RPERENNIALLY GREEN, IN23-19 44 DRIVE       000000205004"
40043700072009RPERENIALLY GREEN INC 23-17 44 DRIVE       000000188504
40043700082009RPERENNIALLY GREEN INC23-15 44 DRIVE       000000188504
40043700092009RPERENNIALLY GREEN INC23-13 44 DRIVE       000000188504
40043700102009RPERENNIALLY GREEN INC23-11 44 DRIVE       000000258504
40043800452009RLONG CITY PROPERTIESL21-44 44 ROAD        000000795004
40043900012009RFRED M LAWRENCE CO IN44-16 23 STREET      000000775004
40044100092009REXCLUSIVE REALTY SERV21-03 44 AVENUE      000002185004
40044300142009RROLEX LIC REALTY LLC 12-12 43 AVENUE      000052750004
40045100012009RTHE JMK REALTY FAMILY9-21 44 ROAD         000002415004
40045400012009ROSIRIS PROPERTIES COR9-09 44 AVENUE       000002497004
40045400172008RSEBE REALTY CORP     43-63 9 STREET       000006530004
40045400172009RSEBE REALTY CORP     43-63 9 STREET       000003290004
"40046100082009RREED, RICHARD        9-01 43 AVENUE       000001245504"
40047107032009RQUEENS PLAZA VENTURES38-50 21 STREET      000001935004
40047107342009R3802 21ST STREET GASO38-02 21 STREET      000000278284
40047500492009R38-36 TENTH STREET   38-36 10 STREET      000001990004
40047700132009RTERRA COTTA LLC      41-98 VERNON BOULEVAR000000616504
40047700152009RTERRA COTTA LLC      42-02 VERNON BOULEVAR000007450754
40047700202009RTERRA COTTA LLC      42-16 VERNON BOULEVAR000000090004
40050200382008RMICHAEL DELLA VECCHIA11-25 BROADWAY       000000100504
40050600362009RKKRK LLC             30-05 VERNON BOULEVAR000000297004
40050600502009RMMLR LLC             11-22 WELLING COURT  000000160504
"40053100072009R14-41 BROADWAY, LLC  14-41 BROADWAY       000000690004"
"40054200012009RNEWTOWN 2,           22-02 ASTORIA BOULEVA000000113504"
40056500272008RSELENE REALTY LLC    33-10 CRESCENT STREET000000545002
"40056900402008RALFA MANAGEMENT, LLC 23-28 31 AVENUE      000003000002"
"40057300052008RMIHALIOS, EKATERINI  27-07 NEWTOWN AVENUE 000000241802B"
"40057300052009RMIHALIOS, EKATERINI  27-07 NEWTOWN AVENUE 000000260002B"
"40057300062008RMIHALIOS, EKATERINI  27-05 NEWTOWN AVENUE 000000200852B"
"40057300062009RMIHALIOS, EKATERINI  27-05 NEWTOWN AVENUE 000000260002B"
40057600052008R25-31 30TH ROAD REALT25-31 30 ROAD        000001280002
40058100332008RHAMPSHIRE            33-43 CRESCENT STREET000002855002
40058300012008R34-50 28TH STREET REA34-50 35 AVENUE      000000990002
40058700652009RCHIOS REALTY ASSOCIAT32-70 31 STREET      000000468004
"40058800142008RAGNC LAMBADIS, LLC   31-65 29 STREET      000000265002"
"40058800142009RAGNC LAMBADIS, LLC   31-65 29 STREET      000000265002"
40058800262009RGODNER FAMILY LIMITED31-31 29 STREET      000000735002
40059400362009RSTANHOPE REALTY CORP.29-20 NEWTOWN AVENUE 000000225004
40060200512009R3632 REALTY CORP.    36-36 34 STREET      000000126004
40061100112009RFRANCHISE RLTY INTERS32-55 31 STREET      000000274504
40061400042009RH.G. HOLDING         32-15 BROADWAY       000000211504
40061500502009RJ & K ASTORIA REALTY 30-34 32 STREET      000000370002
"40062000732009RASTORIA STATION, LLC 32-02 ASTORIA BOULEVA000008325004"
40062800122008RJOSEPH PREVITI       28-15 34 STREET      000039500002
"40063000282008RPAFITIS, ANNA        28-20 37 STREET      000000122502"
40063200112008RYANNI REALTY CORP    25-53 34 STREET      000000171502
40063300272009RWP VENTURES 35TH ST L25-23 35 STREET      000002877002
40063300282009RWP VENTURES 35TH ST L25-21 35 STREET      000003102002
40063300292009RWP VENTURES 35TH ST L25-19 35 STREET      000002944502
40063300422009RGOZO RLTY CO         25-12 36 STREET      000000094802B
40063700012008RVESTA INDUSTRIES LLC 37-09 37 AVENUE      000000068004
40063700012009RVESTA INDUSTRIES LLC 37-09 37 AVENUE      000000068004
40063700752008RVESTA INDUSTRIES LCC 37-15 NORTHERN BOULEV000000400004
40063700752009RVESTA INDUSTRIES LCC 37-15 NORTHERN BOULEV000000985004
40063701012008RVESTA INDUSTRIES LLC 37-05 37 AVENUE      000000389004
40063701012009RVESTA INDUSTRIES LLC 37-05 37 AVENUE      000000389004
40064200362009RDAMROC REALTY CORP   34-22 35 STREET      000000450004
"40064600382009RLEPONTO REALTY, LLC  35-20 BROADWAY       000006080004"
40064700382009RNEW YORK COMMERCIAL B36-10 BROADWAY       000001445004
40065301212008RKALAS HARRY          25-39 37 STREET      000000365002A
40065301212009RKALAS HARRY          25-39 37 STREET      000000289502A
40065400622008RFLAVIO REALTY CORP   25-02 STEINWAY STREET000000290002
40065400622009RFLAVIO REALTY CORP   25-02 STEINWAY STREET000000200002
40065400722008RDINO RLTY CORP       25-22 STEINWAY STREET000000185002
40065400722009RDINO RLTY CORP       25-22 STEINWAY STREET000000185002
40065401002008R25-88 STEINWAY REALTY25-88 STEINWAY STREET000000249552A
40065401002009R25-88 STEINWAY REALTY25-88 STEINWAY STREET000000400712A
40065401012008R25-90 STEINWAY REALTY25-90 STEINWAY STREET000000129552A
40065401012009R25-90 STEINWAY REALTY25-90 STEINWAY STREET000000280712A
40065600042009RJOHN GIANOURAKIS     32-83 38 STREET      000000123402A
40065600352008R3804 REALTY CORP.    38-04 BROADWAY       000000661504
40065600352009R3804 REALTY CORP.    38-04 BROADWAY       000000571504
40065600502008RDOMENICO PINTO       32-32 STEINWAY STREET000000390004
40065600502009RDOMENICO PINTO       32-32 STEINWAY STREET000000390004
40065600512008RSTEINWAY REALTY VENTU32-34 STEINWAY STREET000002125004
40065600582009RANASTASIOS CONSTANTIN32-50 STEINWAY STREET000000229504
40065800392008RASTORIA REALTY HOLDIN38-04 31 AVENUE      000000823004
40065800392009RASTORIA REALTY HOLDIN38-04 31 AVENUE      000001930004
40065800482009RCAGEN LLC            31-16 STEINWAY STREET000000579004
"40065800682009RH & S GORDON TWO, LLC31-64 STEINWAY STREET000000220004"
40065900032008RGOLDEN KEY FOOD STORE37-13 31 AVENUE      000016745004
40065900032009RGOLDEN KEY FOOD STORE37-13 31 AVENUE      000015260004
40066000072009R3088 STEINWAY REALTY 30-86 STEINWAY STREET000005360004
40066000612009RMELVIN LAST          30-34 STEINWAY STREET000001120004
40066000692009RMELVIN LAST          30-50 STEINWAY STREET000000467504
40066000742009R30-60 STEINWAY STREET30-60 STEINWAY STREET000000695004
40066001852009RSTEINWAY EQUITIES LLC30-92 STEINWAY STREET000001195004
40066300012009RKGG REALTY LLC       28-49 STEINWAY STREET000000806504
40066300092008RLENBERN REALTY CORP  28-27 STEINWAY STREET000000462504
40066300092009RLENBERN REALTY CORP  28-27 STEINWAY STREET000000404004
40066300202009RARGMAR LLC           28-03 STEINWAY STREET000000159672B
40066300452009RBAXTER LLC           28-59 STEINWAY STREET000000155002
40066500052009REAST CENTAL MEATS INC38-23 NORTHERN BOULEV000000795004
"40066800052009RKING KULLEN GROC.CO,I35-30 STEINWAY STREET000004200004"
40067000272008RQUEENSBORO FARM PRODU35-22 42 STREET      000000147004
40067000302008RQUEENS BORO FARM PROD35-28 42 STREET      000000136004
"40067300012009RPARAKEET,            34-49 STEINWAY STREET000003205004"
40067600902009RASTORIA PROPERTIES CO41 STREET            000002245004
40067700372009RGOOD WATER CORPORATIO41-08 BROADWAY       000000629504
40067800112009RHORAK FAMILY CORP    31-75 STEINWAY STREET000000375004
40068000152009REMMARS EQUITIES LLC  30-75 STEINWAY STREET000001065004
40068000182009RGESOALNICO LLC       30-69 STEINWAY STREET000000642004
40068000242009RSADIE EISENBERG AS TR30-57 STEINWAY STREET000000969504
40068000252009RSTEINWAY RLTY CORP   30-55 STEINWAY STREET000000978504
40068400402009R25-15 STEINWAY CORP  25-15 STEINWAY STREET000001785004
"40068500032009R28TH AVENUE MGT.,LLC 41-11 28 AVENUE      000002610002"
40068500762009RQUEENS 42 ST DEV CORP25-76 42 STREET      000000100322A
40068800272008RJMO REALTY LLC       24-24 43 STREET      000000368332B
40068800272009RJMO REALTY LLC       24-24 43 STREET      000001861372B
40072600012009RLOIS WITKOFF         47-07 BROADWAY       000005450004
"40073500012009RBEST BUY STORES, L.P.49-21 NORTHERN BOULEV000000906004"
40074000492008RSERRES REALTY LLC    49-12 30 AVENUE      000000649504
40074000492009RSERRES REALTY LLC    49-12 30 AVENUE      000000595504
40075500052009RASTORIA WAREHOUSE ENT49 STREET            000003600004
40075500062009RASTORIA WAREHOUSE ENT49 STREET            000003600004
40075500072009RASTORIA WAREHOUSE ENT49 STREET            000003600004
40075500082009RASTORIA WAREHOUSE ENT49 STREET            000003600004
40078200012009RLAGUARDIA CENTER REAL43-02 DITMARS BOULEVA000022350004
40078200322009RALPS REALTY INC      43-11 23 AVENUE      000000855004
40079500212009R2221/25 STNWAY ST RTY22-25 STEINWAY STREET000000510004
40079500242009RFESTA FRANK          22-21 STEINWAY STREET000000498504
"40080700632009RCHRISTOFORATOS, KATE 21-74 STEINWAY STREET000000363504"
40080700662009RNICK IOCCO           21-84 STEINWAY STREET000000892504
40081100012009RVESTA 50 LLC         19-73 38 STREET      000036325004
40082900082009RR & R REALTY ENTERPRI31-05 20 AVENUE      000000390004
40083010022008RASTORIA ATLAS HOLDING21-68 35 STREET      000010300002
40083010022009RASTORIA ATLAS HOLDING21-68 35 STREET      000011200002
40083100112009RALIKAKOS GEORGE      21-51 31 STREET      000000750004
40083100202009RJ.L.E.R. ASSOCIATES  21-25 31 STREET      000002990004
40083100252008R21-01 31 PARTNERS    21-19 31 STREET      000001125004
40083100252009R21-01 31 PARTNERS    21-19 31 STREET      000001100004
40083100272009R21-01 31 PARTNERS    21-07 31 STREET      000000480504
40083100292008R21-01 31 PARTNERS    21-01 31 STREET      000000957004
40083100292009R21-01 31 PARTNERS    21-01 31 STREET      000000304504
40083300482009RVESCOVO              22-24 33 STREET      000000168002B
40083500562009RSBUTTONI LUCIANO     23-32 33 STREET      000000030352A
"40083900302009RGARDENA ASSOCIATES, L25-15 27 STREET      000002511502"
40083900312009RPAM REALTY           25-13 27 STREET      000001122002
40084000572009RLUCIANO FANTINI      24-12 31 STREET      000000139202A
40084000602009RODESSEFS PARASCO     24-16 31 STREET      000000138882A
40084000612009RFANTINI KALOWTIE     24-18 31 STREET      000000139202A
"40084001632009RKASSAPIDIS, DIMITRIOS24-20 31 STREET      000000289532A"
40094900642009RVOUTSAS PETER        19-53 80 STREET      000000095052A
"40100100422009RAPOPESO, INC.        22-19 HAZEN STREET   000002070504"
40101010032009RCONDO UNITS L P      22-09 78 STREET      000000028862
40101600092009R49TH STREET REALTY LL49 STREET            000002670004
40101601252008R62-05 30TH AVE REALTY62-05 30 AVENUE      000006045294
40101601252009R62-05 30TH AVE REALTY62-05 30 AVENUE      000006326004
40101605512009RPUBLIC STORAGE INSTIT24-01 BK QNS EXPWY W 000003650004
40101700432009RTELDA REALTY CO.     26-20 BOROUGH PLACE  000000215004
40101900022009RELIZABETH JEAN GALASS26-50 BOROUGH PLACE  000003605004
"40109500162009RGROVICK PROPERTIES,  83-10 ASTORIA BOULEVA000004800004"
"40110000372009RBOULEVARD LLC, 88-25 88-25 ASTORIA BOULEVA000000596004"
40110000432009RMCDONALD'S CORP      80-05 ASTORIA BOULEVA000000224004
40111310022009RWEST MILL WOODSIDE LL57-07 31 STREET      000005087674
40112700332009RBASMAJIAN ARMAND     30-62 79 STREET      000000122004
40112700402008R31 AND 78 LLC        78-19 31 AVENUE      000000200002A
40112700402009R31 AND 78 LLC        78-19 31 AVENUE      000000416002A
40112700422008R                     78-17 31 AVENUE      000000200002A
40112700422009R                     78-17 31 AVENUE      000000416002A
40112700432008R                     78-15 31 AVENUE      000000200002A
40112700432009R                     78-15 31 AVENUE      000000416002A
40113500372009R1192 DIONYSIOS VLACHO31-06 60 STREET      000000118362A
"40115500362009RPAFOS REALTY, LLC    53-03 BROADWAY       000001005004"
40116200382009RMURKO INTERNATIONAL I32-56 62 STREET      000000404504
40117000472008RLACHER/KOEPPEL REALTY74-05 NORTHERN BOULEV000000244004
40117000472009RLACHER/KOEPPEL REALTY74-05 NORTHERN BOULEV000000361004
40117900072008RLOLA LTD             NORTHERN BOULEVARD   000000266004
40117900072009RLOLA LTD             NORTHERN BOULEVARD   000000266004
40118200402009RA. LONG LLC          58-02 NORTHERN BOULEV000010680004
"40119200702009RRAINA II, LLC        33-54 54 STREET      000000824504"
"40119300602009RRAINA II, LLC        54-18 BROADWAY       000000178504"
40119600012009RAMER ITAL FOODS LTD  34-56 58 STREET      000000522504
40119600072009RAMER-ITAL FOODS LTD  57-09 37 AVENUE      000000662004
40119700092009RREGENCE PITCURE FRAME58-03 37 AVENUE      000000205004
40119900482008RNICKERSAM REALTY INC 35-30 61 STREET      000000160504
40119900482009RNICKERSAM REALTY INC 35-30 61 STREET      000000170004
40120900202008RTASCO ENTERPRISES LLC37-32 55 STREET      000000370004
40120900202009RTASCO ENTERPRISES LLC37-32 55 STREET      000000370004
40121000382009RTASCO ENTERPRISES    37-31 55 STREET      000000169004
40121200072009RW A M A CORP         57-12 37 AVENUE      000000110004
"40122901082008RBOUZAS, BENIGNO      39-26 61 STREET      000000100004"
40124500062009RP.P.&T.    .         72-12 NORTHERN BOULEV000000435004
40126800132008RALLENDALE APTS       34-24 82 STREET      000002165002
40127300392008R73-01 37TH AVENUE ASS73-01 37 AVENUE      000001740004
40127600122009R143 20 STREET JACKSON35-14 77 STREET      000000175502
40127600152009R137-20 ST JACKSON HGT35-20 77 STREET      000000194002
40127800322009R107 22 ST JACKSON HTS35-56 79 STREET      000000126502
40127900122009R143 23RD STREET JACKS35-16 80 STREET      000000080002
40128201492009RLEE EDWARD S         71-21 ROOSEVELT AVENU000000266004
40128201852008RSKAROS REALTY LLC    37-06 72 STREET      000000420002
40128201852009RSKAROS REALTY LLC    37-06 72 STREET      000000510002
40128300012009RFISHER ESSEX LLC     72-10 37 AVENUE      000001700002
40128400252009R37 19 73RD STREET LLC37-19 73 STREET      000000186004
"40128400552008RGOLDBERG, MITCHELL   37-38 74 STREET      000002130004"
"40129000422009RBARBA, BENITO (TRUSTE79-11 ROOSEVELT AVENU000000388504"
40129000432008RJ & J ALARCON REALTY 79-09 ROOSEVELT AVENU000000295504
40129000442008RJ & J ALARCON REALTY 79-07 ROOSEVELT AVENU000000300004
40129000452008RJ & J ALARCON REALTY 79-05 ROOSEVELT AVENU000000327004
40129100062008RQPI-II LLC           37-06 81 STREET      000000880002
40129100382009RFGP WEST STREET LLC  80-17 ROOSEVELT AVENU000000565004
40129100602008RMANNWERK CORP        37-33 80 STREET      000000110002
40129200362009RPONCE DE LEON FEDERAL37-60 82 STREET      000004033504
40129300012009R6015 WOODSIDE AVE    60-15 WOODSIDE AVENUE000002415002
"40130300082009RLUI, SUNG YAM        71-22 ROOSEVELT AVENU000000063004"
40130500232009RVIG PROPERTIES LLC   73-02 ROOSEVELT AVENU000005238004
40131200102009RMASSACHUSETTS LEASING72-10 41 AVENUE      000001395002
40131200432008R41-42 73RD STREET OWN41-42 73 STREET      000001060002
40132000122009RJUNE & YOUN REALTY C 51-02 ROOSEVELT AVENU000002720004
"40132300572009RHAQUE, MUHAMMAD A    43-27 54 STREET      000000112002A"
"40132300652009RLJESNJANIN, SUCKO    43-11 54 STREET      000000053142A"
40132900222008RKAM YU INC           56-12 43 AVENUE      000000149502
40132900222009RKAM YU INC           56-12 43 AVENUE      000000239502
40133500362009RASTORIA FEDERAL SAVIN60-20 WOODSIDE AVENUE000004345004
40133500532009RASTORIA FEDERAL S/L A61 STREET            000000049504
40134000012008RJAL DIVERSIFIED MANAG63-11 QUEENS BOULEVAR000006280002
